sample,from,to,sync_ms,clean_blk_s
1824,18249900,18249999,1154,86.6
1825,18259900,18259999,1611,62.0
1826,18269900,18269999,1171,85.3
1827,18279900,18279999,1188,84.1
1828,18289900,18289999,1373,72.8
1829,18299900,18299999,1127,88.7
1830,18309900,18309999,1125,88.8
1831,18319900,18319999,1418,70.5
1832,18329900,18329999,1113,89.8
1833,18339900,18339999,1445,69.2
1834,18349900,18349999,1217,82.1
1835,18359900,18359999,1208,82.7
1836,18369900,18369999,1152,86.8
1837,18379900,18379999,1213,82.4
1838,18389900,18389999,1418,70.5
1839,18399900,18399999,1228,81.4
1840,18409900,18409999,1171,85.3
1841,18419900,18419999,1253,79.8
1842,18429900,18429999,1099,90.9
1843,18439900,18439999,1202,83.1
1844,18449900,18449999,1071,93.3
1845,18459900,18459999,1342,74.5
1846,18469900,18469999,1235,80.9
1847,18479900,18479999,1264,79.1
1848,18489900,18489999,1218,82.1
1849,18499900,18499999,1247,80.1
1850,18509900,18509999,1354,73.8
1851,18519900,18519999,1139,87.7
1852,18529900,18529999,1016,98.4
1853,18539900,18539999,1600,62.5
1854,18549900,18549999,1338,74.7
1855,18559900,18559999,1289,77.5
1856,18569900,18569999,1231,81.2
1857,18579900,18579999,1109,90.1
1858,18589900,18589999,1580,63.2
1859,18599900,18599999,1235,80.9
1860,18609900,18609999,1152,86.8
1861,18619900,18619999,1313,76.1
1862,18629900,18629999,1155,86.5
1863,18639900,18639999,1293,77.3
1864,18649900,18649999,1149,87.0
1865,18659900,18659999,1391,71.8
1866,18669900,18669999,1367,73.1
1867,18679900,18679999,1158,86.3
1868,18689900,18689999,1019,98.1
1869,18699900,18699999,1192,83.8
1870,18709900,18709999,1147,87.1
1871,18719900,18719999,1133,88.2
1872,18729900,18729999,1115,89.6
1873,18739900,18739999,1266,78.9
1874,18749900,18749999,1243,80.4
1875,18759900,18759999,1463,68.3
1876,18769900,18769999,1225,81.6
1877,18779900,18779999,1215,82.3
1878,18789900,18789999,1089,91.8
1879,18799900,18799999,1224,81.6
1880,18809900,18809999,1320,75.7
1881,18819900,18819999,1302,76.8
1882,18829900,18829999,1285,77.8
1883,18839900,18839999,1157,86.4
1884,18849900,18849999,1258,79.4
1885,18859900,18859999,1234,81.0
1886,18869900,18869999,1250,80.0
1887,18879900,18879999,1364,73.3
1888,18889900,18889999,1092,91.5
1889,18899900,18899999,1099,90.9
1890,18909900,18909999,1366,73.2
1891,18919900,18919999,1299,76.9
1892,18929900,18929999,1038,96.3
1893,18939900,18939999,1254,79.7
1894,18949900,18949999,1245,80.3
1895,18959900,18959999,1317,75.9
1896,18969900,18969999,1302,76.8
1897,18979900,18979999,1264,79.1
1898,18989900,18989999,1143,87.4
1899,18999900,18999999,1105,90.4
1900,19009900,19009999,1219,82.0
1901,19019900,19019999,983,101.7
1902,19029900,19029999,1065,93.8
1903,19039900,19039999,1468,68.1
1904,19049900,19049999,1316,75.9
1905,19059900,19059999,1207,82.8
1906,19069900,19069999,1291,77.4
1907,19079900,19079999,1294,77.2
1908,19089900,19089999,1226,81.5
1909,19099900,19099999,1317,75.9
1910,19109900,19109999,1451,68.9
1911,19119900,19119999,1229,81.3
1912,19129900,19129999,1292,77.3
1913,19139900,19139999,1054,94.8
1914,19149900,19149999,1401,71.3
1915,19159900,19159999,1315,76.0
1916,19169900,19169999,1078,92.7
1917,19179900,19179999,1118,89.4
1918,19189900,19189999,1008,99.2
1919,19199900,19199999,1173,85.2
1920,19209900,19209999,1537,65.0
1921,19219900,19219999,1135,88.1
1922,19229900,19229999,1233,81.1
1923,19239900,19239999,1255,79.6
1924,19249900,19249999,1351,74.0
1925,19259900,19259999,1195,83.6
1926,19269900,19269999,1148,87.1
1927,19279900,19279999,1217,82.1
1928,19289900,19289999,1231,81.2
1929,19299900,19299999,1212,82.5
1930,19309900,19309999,1628,61.4
1931,19319900,19319999,1175,85.1
1932,19329900,19329999,1292,77.3
1933,19339900,19339999,1264,79.1
1934,19349900,19349999,1467,68.1
